text,label
<@1139187115717042249> 고아원출신 비응신새끼야,1
ㅋㅋㅋㅋㅋ블록맨 이지랄,1
등신장애새끼야 8등급은 나오냐?,1
개색이,1
따까리!,1
너는?나도국힘당원이지만너를찍니죄명이찍을거다!!!,1
잘 쳐먹고 얼른*져라 돼지뇬아~~,1
하라고 이새끼야~,1
단체로 개지랄병,1
쓰레기새끼네,1
근데저새끼들은 뭐라말하는거냐,1
이시발앰2개보지들아,1
갤럭시북 플렉스 샀다. 존나 좋은데? 그냥 거지새끼 아니냐?,1
롤한다ㅗ',1
관종새끼라 생각하면됨,1
이년 힘들어 뒤질라캐서,1
시발 왜 저러냐니까,1
한걸레야~~대장똥이나 파헤쳐바라이~똥냄새가 진동한다ㅡ,1
왐탱이오뎅 — 오늘 오전 3:17 이...이새끼가!왐탱이오뎅 — 오늘 오전 3:17 이...이새끼가!왐탱이오뎅 — 오늘 오전 3:17 이...이새끼가!],1
마멜꼬추,1
이거 동이 부랄 아닌가요?,1
초월자가잡히고 ㅈㄹ이냐,1
발로충 새끼가 말이 많노,1
그럼 시발 국물 마냥,1
ㅅㅂ 대규모침공 온다,1
안뒤질래..,1
씨발 오퍼도 되네,1
여압이 지랄이네,1
존나 올라감,1
"40대,여성..... .삐빅 ㅡ 페미좌좀메갈반일정신병자입니다.",1
애새끼들 다 속이 누런데,1
아 존나 카페에 있는 사람 다 보여주고싶네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
<@902492379980902401>애ㅡ미죽은새끼야,1
암탁이울면집안이 망한다더니 손혜원 서영교 박서연 다 때려쥑이년들,1
그냥  늅늅이 마냥 시바서버 트리거요 엘리시움 트리거요 이렇게 적으면 바로 차단박습니다,1
우츠기미친새끼,1
마을회관은 어쩌게요 미친넘아,1
너네는 왜 너네 반대되는 의견을 다 병신이라 봄,1
이재명 대통 꿈? 꿈으로 끝난다 국민들 90%는 현명하고 10%따르는 골빈당 요즘 재명이 하는 꼬라지 보면서 아 이래서 정권교체 해야 겠구나 생각하는 사람들 만나는 사람들 모두 그런다 정권교체!!!,1
이게 ㅅ벌,1
애미 개터진새끼가,1
애미개씨발년,1
문재앙 이만 내려와라 국민이 원한다,1
먹다 목에걸려 뒤져라,1
전라디언은 입만 열면 거짓말이라더니 진짜네,1
감자 시발엄마 뒤진년,1
ㅈㄴ 사리는새끼들있음,1
시발 이게 군대냐,1
기레기 ㄴ*ㅁ 박덕흠은 윤뚱렬 캠프에 있다. 기자로서 이런 기사를 쓴다는게 부끄럽지도 않니? 너 기레기 아웃!,1
국짐당 곽상도부터 줄줄이사탕인데 이재명만 타겟기사내는 조선 국짐당 개검 나팔수,1
뉴개새끼네,1
ㅅㅂ 갤럭시야,1
근데ㅅㅂ웬일로라뇨?,1
난 따까리고,1
개랄,1
이씨발련 좀쳐맞더니 머리 비틀어졋나 개새끼가,1
봐병신아 ㅋㅋ,1
"왜이렇게 모든면들에서 보호받고 있는 느낌이 들까??!! 대단한 위력이 뒤에서 손봐주고 있나??!! 오히려 피해자가족들만 힘들어보이고 이뇬은 웃고, 편히 잘지내는 느낌이드네~~ 뭔가 믿는구석이 든든히 있나보다. 반성 전혀없고.. 사형이나 무기징역받을 걱정이라도 있는 범죄자의 행동은 아닌것 같음.",1
존나 잘번다,1
뒤로가잔 ㅅㅂ,1
배터리 이지랄,1
꺼져 지호야,1
ㅅㅂ 접속이,1
존나웃기게 씨발 ㅋㅋ,1
지저분한 놈 이낙연,1
하자고ㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗ,1
근데 노네임 좆밥새기가 왜 까부는거야 씨발거,1
존나좁음,1
3개월동안 좆빠지게 일해서 간거임,1
시벌 나한테 왜그래,1
뉘뮈,1
썸띵님 발로 좆밥이잖아,1
섹스가 뭐냐면,1
우한짜요!. 살인죄로 고발하는 누구한곤 넘 차이난다,1
보수 지지자 연예인들 박살내는구나 좌빨 제동이는 활개치고 다니던데,1
발로 할 애미 창년들 구한다,1
애새끼들만,1
나 경상도 살았고 지금도 민주당 별로여. 근데 저번 대선때 민주당 뽑았고 전세 살고 부동산 개판 됫지만 그래도 반대쪽보단조금 괜찬치 싶었는데 느그도 똑같애. 아무나 내지말고 일잘하는놈 나와라 나도 이 조그마한 땅덩어리에 내 집하나 장만해보자!!!,1
다 굴다리새끼들,1
많이만나서 지들도 ㅈ같아서 박제한걸수도? ㅋㅋㅋㅋㅋㅋㅋ 복수랍시고 ㅋㅋㅋㅋㅋ,1
기레기들 애쓴다~ 이딴 기사말고 셀트 주주들 지분 모으기 운동이나 기사로 써라,1
둘 다 빙신ㅇ미,1
시발다갔네,1
내가쟤한테 븅신이라하면,1
나는시발아,1
씨바르?,1
ㅆ ㅂ!!!!!,1
난이도 존나 씹 하위라,1
강아지 같은 놈들아,1
늙탱이들이 십년을 처 말아먹었으니 나라꼴이 잘될리가 있나ㅅㅂ선거권 뺏어야돼,1
이새끼 월드컵말하는거임,1
걸레년들이 닥쳐,1
아니 씨ㅏㄹ 맞잖아,1
서잇을것같다 ㅅㅂ,1
아트베ㅔㄴ 시발,1
고졸 학장 비리의 온상 개독교 빤스목사 지지자 알만하다,1
느그는 애미보지 똥구멍이 작아서,1
맞잖아 썅년들아,1
어떤새끼가 이름이 저ㅈㄹ임,1
짱깨몽 청와대 샛기들도 똑같이 당해봐야 정신 차릴라나,1
왜요 시발나,1
ㅈㄹ 무섭노,1
매갈 돼지년들 부들부들존나 꼴리내,1
**개시발**,1
"이낙연 전 총리님~!!국민들이 원하는건 강령한 리더십~!!확실한 카리스마를 원하는바 총리시절에 절두절묘한 키리스마는 간데없고 약하디 약한모습만 보이시는지?? 이죄명이 두렵습니까?? 대장동 특혜의혹 강력하게 밀어부치십시요 절반은 그분꺼라면 이죄명이 확실한거 아닌가요?? 황교안전총리 보십시요 정치생명 끝난거~ 끝까지 지지하오니 강력한 카리스마로 부디~ 대선후보되실길,,,!!",1
괵상도 앞잡이 국민의짐 도적때 썩은물 곽상도 도마뱀 꼬리 먹튀 안됨 곽상도 앞잡이 국민의짐 도적때당 도마뱀 몸통 국민 혈세 낭비 하지말고 즉시 전윈 국회의원직 즉시 목숨걸고 사퇴바람,1
1. 개소리라 넘어가고,1
짱깨의 저주,1
아무것도 못하는새끼가,1
시발 쿵쿵따,1
니 엄마랑 했는데,1
애초에 저 장비를 가지고 저그에게 죽는 마린이 빙신임 ㅋ,1
개[\~5#|보-&:-}^0`지,1
# 난 애들 뒤질대 나왔는데,1
욕 존나하네,1
혼자 위도했다 애쉬했다 다떄려잡아야 이김 걔빡,1
난쟁이새끼,1
운전자가 문재앙으로 밝혀져... 북미회담 결과에 약 좀 빨았다고함,1
염병할거,1
파즈베어 새끼라고 했는데 반응하네,1
tlqkfㅋㅋㅋㅋㅋㅋㅋ,1
에나이 ooo 아 주둥이 닫고 북한 아우지 탄광으로 가거라,1
세상에 예쁜 여자들이 존나 많다는 걸 알아서,1
쌍도 전라도 뒤통수질 또 나오네..이것들은 지들 잘못은 전부 전라도에 뒤집어 씌우는 왜놈들 특징하고 같은 살인 전국 1위가 인구 만명당 부산이다. 전국 5대 강력범죄 최하위가 전북이고 또라이 쌔이 들아.,1
ㄹㅇ 운지해버림,1
조작선동해도 아니면그만이니 기레기가 판을치지.일단 조작하고 선동질에걸린 모지리가 있으면 이미 소정의성과를 거둔거지 역겨운기레기들,1
클라우드 dog새키,1
근데 어떤 개 10새가 태러하죠,1
\ㅗㅗㅗ,1
나라가 온통 시끄러운디 ᆢ돌 대가리는 처다만보냐? 밥이 넘어가냐?,1
!!p 천재는 시발새끼들한테 미움 받는다1시간,1
로블에 섹스 게임이,1
쿼자 좆대로 하는거임 건물안에서,1
제일 하꼬등급이 그지랄하면,1
시발새끼아,1
좆같을거같음,1
게이도 좆습니다,1
보지 찢는다 개새끼야,1
병$신,1
미베어버님 미친새끼,1
그냥 깽판치고싶은 미친놈이 와가지고 신고하면 답없다!,1
하캣 꺼져바,1
지랄도 병이라더니,1
걔 운지천가지아늠?,1
무섭다고한국을쳐팔아먹고있네개병신,1
ㅁㅊ놈아...ㅋㅋㅋㅋ,1
정은이에 비하면? 아우것도 이니구먼! 당연한 말인데? 왠 지랄들?,1
방 분위기 존나 또 흐트려지잖슴,1
김태호도 감이 떨어진게 유재석은 패널들에 얹혀가는 자가발전안되는 십거품인데 또 유거품을 썼다는거. 거기다 유재석새기 지랑 맞는다 생각하는 양배추랑 또하는데 둘다 그냥 처망한거지. 양배추는 상승세에 잘못 줄서서 추락을 맛볼거구,1
# 저새끼들 막 게임했는데,1
원숭이두창게이야스하는,1
공부해개새끼야 ㅋㅋ,1
2분 왜자고 ㅅㅂ라고하지,1
가이진 새끼들 마냥,1
이지랄을 얼마나 하는거야,1
야 그런식이면 정부에서 일하는 애들 이제 통장 전부 까라 니네 부터 개혁하고 시작해봐 니네들이 무슨 정의의 사도인건마냥 ㅈㄹ 떨지말고 그리고 정책을 시행하기전엔 항상 전라도에서 먼저 하라고 니네 그렇게 물고 빨고 하는 전라도에서 먼저 시작해 모법을 보여,1
내가 시발 알았냐고,1
그래 ㅁㅊ놈아,1
야갤초딩보지뿌리다,1
지랄똥똥똥,1
내가 람머스가 패드립해서 가정교육 쳐 독학한 엄마없는년이라고 하니까 밴먹음,1
whssktlqkf,1
웨폰새끼야,1
개버러지애미터진새기여,1
홍 차  병 신,1
나 따까리없는데,1
/  ㅅ ㅅ ㅅ ㅅ ㅅㅅ ㅅ ㅅ  ㅅㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ 채팅청소  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ 으ㅡ금마 ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㅡ      금          병     신 아  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ/  ㅅ ㅅ ㅅ ㅅ ㅅㅅ ㅅ ㅅ  ㅅㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ 채팅청소  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ 으ㅡ금마 ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㅡ      금          병     신 아  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ/  ㅅ ㅅ ㅅ ㅅ ㅅㅅ ㅅ ㅅ  ㅅㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ 채팅청소  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ 으ㅡ금마 ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㅡ      금          병     신 아  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ/  ㅅ ㅅ ㅅ ㅅ ㅅㅅ ㅅ ㅅ  ㅅㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ 채팅청소  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ 으ㅡ금마 ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㅡ      금          병     신 아  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ/  ㅅ ㅅ ㅅ ㅅ ㅅㅅ ㅅ ㅅ  ㅅㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ 채팅청소  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ 으ㅡ금마 ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㅡ      금          병     신 아  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ/  ㅅ ㅅ ㅅ ㅅ ㅅㅅ ㅅ ㅅ  ㅅㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ 채팅청소  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ 으ㅡ금마 ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㅡ      금          병     신 아  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ/  ㅅ ㅅ ㅅ ㅅ ㅅㅅ ㅅ ㅅ  ㅅㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ 채팅청소  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ 으ㅡ금마 ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㅡ      금          병     신 아  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ/  ㅅ ㅅ ㅅ ㅅ ㅅㅅ ㅅ ㅅ  ㅅㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ 채팅청소  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ 으ㅡ금마 ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㅡ      금          병     신 아  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ/  ㅅ ㅅ ㅅ ㅅ ㅅㅅ ㅅ ㅅ  ㅅㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ 채팅청소  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ 으ㅡ금마 ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㅡ      금          병     신 아  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ/  ㅅ ㅅ ㅅ ㅅ ㅅㅅ ㅅ ㅅ  ㅅㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ 채팅청소  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ 으ㅡ금마 ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㅡ      금          병     신 아  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ/  ㅅ ㅅ ㅅ ㅅ ㅅㅅ ㅅ ㅅ  ㅅㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ 채팅청소  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ 으ㅡ금마 ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㅡ      금          병     신 아  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ/  ㅅ ㅅ ㅅ ㅅ ㅅㅅ ㅅ ㅅ  ㅅㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ ㅅ 채팅청소  ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ ㅇ 으ㅡ금마 ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㄴ ㅡ,1
시8)-(-<발,1
사는새끼는,1
유시민! 사악한 늙은 좌파~,1
폐급 ㅅㅂ.,1
이름이 쫀나 단순하구나,1
아니 지랄하지마라,1
!!p 엄마없는아이,1
너한테 씨발새끼라 그런거면,1
도둑넘이 방범 대책을 세우겠다네 부동산 대책을 획기적으로 세우겠다고? 지나가는 개가 웃겠다,1
번역하기좆같음,1
둘다 의미가 없지뵹신아,1
심상정 발가락 때만도 못 한 수구꼴통 개늙은이들이 어디서 아가리를 털어대는지,1
문재인 참 또라이다 저 대가리에는 누가들어있나 저대가리에는 똥밖에들어있는게 없는새기다.,1
이건 무슨또 개소리여?? 기사 이따구 밖에 못쓰나??,1
좆 빡세다는게,1
치매걸린 뻘갱이 문재인 새끼때문에 송혜교가 시진핑한테 송접대 했잖아 그래서 이혼,1
지하철 존나 쉬원함,1
시발 뇽파야 까만 하트 보낸거 디코 다크모드땜에 위장이 되.,1
본토에서놀고지랄임,1
이건 나라에서 보상해줘야한다 전과자를 다시 사회로 내보내니 또 범죄가 발생하는 악순환이 연속되는것이다 법이 잘못되어 있다 시대가 변했지만 법은 변하지 않아서 솜방망이 처벌과 집행유예를 남발해서 범죄를 저지르고도 거의 무죄나 다름이 없다 사람 죽여도 몇년 숙식하다나와서 또 범행 이게 누구를 위한 나라인가 범죄자를 만들고 있는 개한민국이 문제다,1
뭐야시발,1
<@1100379809474949180> 너말이야 너 시발,1
들어오라고 지랄임,1
그럼 또 주현이한테 야 탐아 안푸냥?!!?!?!! 이지랄 하겠지,1
좆레두,1
연서연 서버 좆망함 ㅋㅋㅋ,1
개의 좆을,1
지금은 병신,1
문재인 ㅎㅎ 디졌다고 생각해라 잠이 안오지 재인아? 이재명이가 너 죽인다고 이를 갈고 있을듯. 뮨쟈인 꼬시다,1
하이드 이새끼,1
시발좆밥,1
이따위로 업뎃할거면~  이따위로 업뎃할거면~  나가뒤져라~  나가뒤져라~ 작자ㅅㄲ 나가뒤져라,1
까부는 문재앙이 들뜨게 해서 한방에 보내버리는 트럼프,1
"무능한 문재앙때문에 공매도에 동학개미가 학살되는군,,,,쯧쯧",1
가해자는 존나 조롱하고,1
mmr 꼬라지가 ㅅㅂ,1
저씨발년 내가 패러간다 ㅋㅋㅋ,1
푸딩 개샠히\,1
병신됬냐,1
병신은 쉿,1
ㅈ ㅄ,1
<@&1019207742369566750> ㅎㅎ좃까,1
닥치라할때 닥칠것이지,1
좀닭쳐봐,1
ㄹㅇ 개븅신이다..,1
?아니이거왜이래또아니이상하다고아니버그걸림시발살려줘아니개새끼야나이거왜이래,1
아니라고 욕하는새끼는 그냥,1
어린새끼들이 반말이에요,1
어쩌라고 ㅂㅅ장애인새끼야,1
죽어느금. 마,1
문네비 시발,1
천사가 갠디로 존나 잘생겼다 지랄 했ㄷ고,1
뉴 개새끼야,1
좃댓어어,1
인권도저울질?선상에서대한민국민살해한조선족인권운운한문통!탱자탱자직업선택이슬람난민인권운운한것들!무비자래도당당히권리따지는것들!이시국충들!다뭐하고있는지!,1
존나 시퍼런,1
지랄 안할게료,1
이문제의 본질은 바로 토착왜구 자한당의 사법개혁 저지가 팩트... 조중동 자한당,1
이 븅신새끼야 ㅋㅋ 요성아,1
# 오토키도 기계고 매크로도 기계지 ㅋㅋ 기계에 의존하는 한심한 경계선지능장애인새끼... 맨손으로 상대하기 어려우니까 추하게 기계 쓰지 ㅋㅋ 근데어캄 기계는 아직 내 아래임.그만 발악해...# 오토키도 기계고 매크로도 기계지 ㅋㅋ 기계에 의존하는 한심한 경계선지능장애인새끼... 맨손으로 상대하기 어려우니까 추하게 기계 쓰지 ㅋㅋ 근데어캄 기계는 아직 내 아래임.그만 발악해...,1
광고 씨발,1
렉이 좆같다,1
저래놓고 또 대구시장 기어나오면 무뇌들이 또찍어줄듯.ㅋㅋ,1
ㅅㅂㅄㅄㅄㅄㅄㅄㅂ,1
병#.*[8*6/신,1
나라 개망신시키는 문재앙도 있는데.... 저 정도면 약과지..,1
검사새끼 지도 봤으면서 뜨고싶어 지랄낫노 ㅋㅋㅋ,1
머리스탈땜인가 ㅅㅂ,1
ㅋㅋ .. 시발 살려줘요,1
좆븅신,1
ㅂㅅ아 컴이,1
그 키준이 ㅈ같다고한애,1
친중파 문제인한테서 이런 거 적극적으로 해결하려는 모습은 도무지 찾아볼 수가 없다.~~~~~ 문제인은 중국을 위한 대통령이지 한국을 위한 대통령이 아니다.~~~~~,1
이 기사에 들쥐떼처럼 몰려와서 악성댓글 다는 달창 문빠들 보니 엄청난 지령이 떨어졌나보다 무조건 ㅂㄷㅂㄷ거리면서 말도 안되고 논리도 없는 악플 달고있다 뭔가 불리한 상황을 낌새챘나? 문재앙 하는짓이 전부 나라 망치고 들어먹는 일이니 민심 완전히 돌아섰고 기회만 오기를 기다렸다가 상황만 주어지면 뭉가정부는 끝이다 아주 사뿐히 골로 갈것이다 꼭 황교안이 아니더라도 누구라도 한국당에서 깃발들고 나서면 국민들이 모두 뒤따를것이다 뭉가는 2년 가까이 충분히 보여줬다 이 놈은 북한주사파간첩이고 정은이 지령만 따르고 있다는 사실을.,1
클로빗따까리가,1
원래 자한당애들이 주둥이로 정치하지.ㅋㅋ 저걸믿냐? ㅋㅋ 그만큼 속고도 믿는 ㅂㅅㄷ,1
하 존나 쉽노,1
니가 욕 처먹는다 하니까 발광 존나하던데,1
좆날먹임,1
아넵ㅇㅈㄹ,1
캡쳐존나하면서자위질하다가,1
그래 토착빨갱이 틀딱 달창 년아 민심이 어디로 가는지 처 보자고 늙다리 년아.,1
씨발 와라,1
미개한 파블로프의 조선 개돼즈들 시체는 다쳐먹었냐?,1
뮤ㅓㅑㅇ 씨발,1
코캔 저 병신은,1
진보당: 같은 동지/근데 신뢰가 좀 부족함 보수당: 박쥐 새키들/그런데 당수 교체로 한번 믿을만함,1
파리 개 븅신,1
저 새끼 왜케 성격 빻았냐,1
애미 개보지 같은 새끼야 정신을 차리라고 애미 좆등신 같은 새끼야 ㅋㅋㅋㅋㅋㅋㅋ,1
존나 기분이,1
ㅅㅂ 폭@사,1
개병신찐따새긱,1
문재인 너는 가장 고통스럽게 죽을것이다. 국민을 피눈물흘리고하고 죽게만들고 희생시킨 대가는 니아들놈과 니가족전부 처참히 대가를 치른후 지옥에갈것이다. 문재인 죽어서 벌레로 환생한다.,1
ㅅ개시발,1
삼지창 좆사기네,1
jt에서 빵셔틀이나 다름없던 새끼가,1
아들 올래 개족보여써,1
콱 시발새기 귀때끼,1
이 씨바,1
ㅈㄹㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
얼굴용도가 지 아버지 숙취해소용으로 최적화 된 조선시대를 벗어나지 못한새꺄!tv 리모컨을 바꿨더니 화질이 좋아졌다고 학교가서 자랑하다 아가리 한대 더 맞을년 ㅋㅋ,1
인원딸리면  ㅅㅂ,1
ㅅㅂ 소크라테스는 애기때 암살 당했어야했음,1
좆재미드럽게 없는,1
~~낙x당~~ 만들면 국회 점령뿐만이 아니라 정부까지 점령ㄱㄴ,1
난 재능없는병신임,1
<@843707185493704734> 니 머리가 진리라고 생각하는 장애년아,1
<@&1000068081642639410>  ```(1) 신청 보직 / 방첩사령부  (2) 이동 전 보직장 닉네임 / 멜론이 (1692)   (3) 이동 후 보직장 닉네임 / 소파코(1694)  (4) 보직 이동자 닉네임 /  무명 (1639)  (5) 보직 이동 사유 / 특수전사령부 ㅈ망함  (6) 합동참모차장 승인 유무 / 국방부 장관 [가결] ```,1
이새끼 왤케 예민함,1
지금 좋다고 비아냥되는 새끼들은 뭔지 일본놈들인가,1
근거는? ㅋㅋ 이지랄,1
ㅅ1ㅂ ㅠㅠㅠㅠ,1
천특이 ~~son of a bitch~~!!!,1
내만팔천원이씨발,1
얘 존내 잘생김 플러팅 고고,1
ㅁ 지금생각해도시발,1
시발 내 아케인,1
숫자놀이에 환장한 문재앙,1
저런거를 보호하는 개 쓰레기 정권 선동에 조작질,1
ㅅㅂ 모모,1
아이ㅠㅗㄴ 시발 왜,1
니애미 보지,1
배그 쫀나재밌노,1
<@871272820934594640> 존나씹등신새기야병신새기야머저리새기야좆밥년좆밥새기야애미뒤진새기야씨발새기야,1
베이가 존나잘하쥬,1
야 좆만아 화해하자,1
애미 산 오르다가 멈어진새끼야,1
븅신같은 새끼들이,1
스테미나 딸려서ㅗ,1
그게다 운지여,1
몰라 어떤 병신이 만든곳 있음,1
킬존나처먹었는데,1
잼민이 때려잡는 머저리새끼가,1
백재준 줫같음,1
i remember playing simulator games that needed alot of fuck$%g grinding,1
문수령과 백발정은경 ㅡ 네 다음 인과관계ㅜㅜ,1
대가리 존나 아프네,1
<@1140907766253355039> 서열정리 완료 시발새기개새기야 ㅋㅋ 나보다 아래로 ㄱㄱ,1
뭉가 열3끼 열받네,1
뇌대가리 아둔한새끼....,1
이른대 시발 진짜,1
스컬 프로필 및 이름 추천 받아요 어떤고든 상관 없음   병신 가능 고아 가능 패드립만 아니면 어떤거든 다 가능할듯! 보내셈!,1
ㅋㅋㅋㅅㅂ 애벌레,1
ㅅㅂ 18년만에 처음 앎,1
진정 개 10 새구만....20 새야! 호주라 꺼져라잉~! 영구 입국금지!!,1
자격 없고 자질 부족한 이들이 서로를 알아보고 축하까지? 정신이 온전하고 자유대한민국의 진정한 국민이라면 이건 불복을 알리는게 당근이지 나라가 이렇게 엉망이 될줄은 586과 주사파와 삶은 소대가리로 인해 이렇게 허물어 질 줄은 예전에 미처 몰랐습니다 빨리 소시오패스와 위선과 거짓으로버무려진 양아치 정치꾼들을 몰아내자 나라를 재건해야 하는 국민적 거대숙제를 하기 위해 원인 제공자부터 제거합시다 온국민 화이팅! 부디 정신차립시다!!,1
ㅗㅗ ㅋㅋㅋ,1
도토 이지랄ㅋㅋㅋㅋㅋ,1
ㅅ 시즌2가 뭔 시발 4년이야,1
쓰래기 루저들이랑은 유전자부터 다르네 역시,1
ㅅ발 너 들어와,1
돼지새끼야 너 발로 신속돌렸음?,1
럭비공이지랄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
저새끼 빅샌임,1
