text,label
내정이나 굴려서 기술력 뻥튀기나 해야겠다,0
송민찬,0
김강형한테,0
밧줄..?,0
님 애 교육을 어케시키는거임(????),0
모야 내전해?,0
마크가 나만 억까하네,0
독도는 할 말 해서 속 시원하다!아프리카에 스키장있는 줄 나도 몰랐는데?,0
컴퓨터가좋으면,0
신세계 가면서 해야하고,0
나팀,0
코치혈,0
이기셨나요?,0
베르사유 주인님짤,0
권한세팅하다가터짐,0
일단 꽃은 축하드려요.!,0
블황이 개사기라는걸,0
아니왜그러세요,0
앞선대화딱히 안입력햇는데,0
마크는안해?,0
저거 하나 이해못해서 묻고 묻고 또 묻냐,0
이런걸 누가 한다고 흥,0
버그판이 어딧더라,0
아이더다!!,0
저 밴할수도있음,0
아닝 이딴질문 하지마용,0
비가 많이와서 그런가,0
야 님,0
뿌스러기,0
북한선 ㅋㅋㅋ,0
53재 3895정 8906간 7058구 1920양 4728자 459해 689경 2142조 6482억 4875만 6330 코인,0
그럼 테스터 하세요,0
별 생각없이 클릭질만 해온지 오래고,0
폭도임,0
하베스터해야됨,0
그러니까 특검을 해야죠 쫄?,0
근데 이분은 왜 괄ㅈ,0
총사령관을,0
ㅇㄴ 왜 토토만남,0
내니저 하나,0
!p 내일이 오면,0
경력직 신입,0
> 시> 시> 시> 시,0
룸싸롱인줄착각?,0
피눈 히꼬 해지 3개 이상 문문 토이,0
고마이 19살 남성 디스보드,0
헉.. 로버님 쓰레기에요 ?,0
그거 타고 가시죠,0
곧 바뀌는데,0
우리팀 올 전시즌 다이야,0
지금 상화에,0
드랍률 14.5% 어케 올렸어요>?,0
반ㅇ0 아이패드 있음,0
이게 안죽어?,0
아 프로 강의를 어케 받냐고 ㅋㅋ,0
왜 미안하냐 아줌마 정신차려요 세뇌 좀 작작 당하고,0
mkkmkk65,0
사깟 얻는거 도와주실분,0
창원군,0
있어야함 ㅋㅋㅋ,0
너무 보기 좋아요,0
난 미쿠보단 루카가 좋응에,0
류아 인게임 내가 탈퇴 시키노ㅓㅏㅅ는데,0
크시야 ㅔ?,0
플러팅이야아,0
베이팅이,0
인첸은 솔직히,0
와 흑우들ㅋㅋㅋ,0
제대로 해야겟네.,0
오늘 하루 재미있게 생활 가능하겟네여,0
돈 굳었다 생각했는데,0
아니면 탑,0
아니 지원아,0
겨울 챔프폭은 두더지 잡기임,0
돌 몇개지\,0
잘 하면 계정을 드리겠습니다,0
또 토함,0
여기 수위 왜이러노..?,0
무조건 해드리겠습니다,0
80될려나 이제,0
박아두면,0
너 또 뭐라 할거지,0
신제라고,0
게스트 경매 ㅋㅋㅋㅋ,0
로그가 있어서 저희가 확인이 가능하니 걱정하시지 않으셔도 됩니다,0
맞내.,0
학교 싫당,0
국가 수반이 대통령임,0
[다시 노크하는 소리],0
아이고 그래쪄쪄요,0
나왔늠,0
캐시가 많은거 아니면,0
한명이 신로당을 부른건가,0
아 pm님이 오셨었구나..,0
레베;,0
기나 긴,0
오픈월드라고 당당하게 말할수있는 맵크기...,0
정말 웃겨서 숨을 쉴 수 없습니다. 맙소사 이와 같은 드립은 어디서 오는 것입니까? 혹여 가보로 내려옵니까? 나의 공중제비를 멈추게 하십시오! 당신과 같은 재미있는 정말 웃겨서 숨을 쉴 수 없습니다. 맙소사 이와 같은 드립은 어디서 오는 것입니까? 혹여 가보로 내려옵정말 웃겨서 숨을 쉴 수 없음니다제발 목숨을 살려 주십시오!,0
맥도날드트럼프,0
잘 모르겠네요;;,0
내가 국어 84점이거든? 근데 애겨가 뭐니,0
준우 밥먹고 오며연,0
그나마 잘하는 코히는 나가뒤짐,0
데르트 그래,0
이새긴 548시간이나하고,0
봇치 이쁘당,0
나 권총라운드때 클래식 쓰고 중갑삼,0
쿼크익스프레스,0
저 광기 개많음 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,0
편법으로 줄이는거라,0
군밤 사야지,0
근데 이단승급할것같아서,0
아프게 하는거,0
술도 못먹고....,0
정신병동은 뭐지...,0
ㅁ 눈쌓인거보니깐,0
ip링크면,0
뭐한데요,0
교육방 투표하라니까,0
안 보이길래요,0
실제 후기입니다,0
아니 한글 업뎃 좀 하라고,0
그 전전전 군경실장?,0
킹크에 레퀴 꽂는데,0
아ㅣ;ㅈ비;'ㄷㅈ비;'ㄷㅂㅈ,0
안죽으니깐 괜춘,0
착각하신거아님?,0
기갑 바꾸지말고,0
다 한골씩 넣음 ㅋㅋㅋ,0
기다려달라,0
더럽게 쌔네,0
아빠한테 혼남;;,0
⁉️,0
근데 그럴거면 왜 유튜버를 하는거지,0
ㅁ 아빠엄마꺼 숙제하고나서,0
ㅁ자ㅜ,0
밤새서 -50점...!,0
빨리 츠 나온나,0
저게 험한건가요,0
작작해나무,0
데칼이죠?,0
동화 유튜브 봐야지(?),0
니 노예들 풀어줘라,0
스나 사짐,0
스타2 21:9 지원안해서,0
전형적인 영어 잡지식,0
진짜 심장이 아프지,0
그건 사람 아니야,0
크시야 10^2,0
전 원래 그래요,0
코할꺼야,0
어....멋?,0
드러가 ㅋㅋㅋ,0
욕설 워워,0
5. 우리끼리 행복하자 🫶,0
나랑 사궈야겟다,0
awwwwwwwwwwwwww,0
닉추는 진자 잠수타버렷네,0
뭔 촬영이길래,0
채널 삭제하고 조금있다가 오게,0
10살먹어봐라,0
뭐라고 했길래 깨갱하노??????,0
아버지가 술을 사오셨는데,0
카메라 켜져있는거 보면 일단 미자는 안될거같다는 생각이 들어섴ㅋㅋ,0
캔디님이 9시즌 랭크팟 구한다는데,0
칠면조 새새를 주시면 댑니다(?),0
다시하기하고 그렁거,0
목소리가안나왘ㅋㅋㅋ,0
자 이번판은,0
지나가는 뉴빈데..,0
문제가 있다면 개느림 ㅂㄷㅂㄷ,0
내가 제일잘함,0
그랫징,0
내꺼로 만들고싳어 ㅜㅜ,0
진짜 내방송국 뉴우방송국인줄,0
복치야,0
난 이제 솔로야,0
원래 지극히,0
바로 아스팔트 드갑니다,0
내가원딜갔으면,0
너도 장애인,0
잉잉잉잉잉잉ㅇ,0
근데 rj님,0
이렇게 구현을,0
닉을 뉴비 버디로 하라니까?,0
현 136만이고 200만까지 도와주신 분한테 2배로 현 돌려드립니다 하실분 dm,0
아마 시온형이,0
e_.yhij,0
shots,0
아니 나도 잡혔어,0
근데 걔 지금 할머니집 아닌가,0
어머니가 출타하시고,0
no mine,0
진짜뮨제네 ㅋㅋ,0
이재현도 밥 먹잖아,0
퇴근몇쉬,0
wofhdd,0
외무부 장관이라는게,0
서폿좀,0
긁어모아서 갠에보내셈,0
쇼케나오면,0
그분이 가장,0
쨌든 상극하러감,0
예약 마감임,0
오니가 된다면 도와주마,0
내전 연습 잘되가니?,0
왜이리 나사가 빠졌냐 갸라도스도,0
너희가 일제강점기 때에 살았으면 과연 너네는 친일을 안했을까?,0
현지인이 말해줬는데,0
그럼 동원해봐?,0
방금 용암푸러간곳,0
노트북 안가져옴,0
삼류영상이노,0
@here  서버입장,0
100 이라고,0
사진 참 예쁘네요. 행복하시길 바랍니다.,0
한 명은 악몽 아예 안 해봤어요,0
이분이면 늑대 조련 가능할지도..,0
살아있고,0
하아....시험기간 끝나면,0
앗 넵 ㅠㅠ,0
둘이 정분나겠어🍿,0
문문으로 번개인첸 구함,0
감자님 왜 vip없어짐,0
<@1278733038163067007> 여기 말요,0
여기서힘들게 살지말고 일본으로 후쿠시마로 이민좀가라,0
만들생각인데,0
나는 우량,0
알바 끊어용 ㅎㅎㄹ,0
꾸밀게요,0
사ㅣㄴ음,0
알리세요,0
?안나갔는데,0
합칠꺼임,0
어떻해 ㄷㄷ,0
먼 전무여,0
ㅏ 연속 8회까지 했었는데ㅠ,0
마우스를 바꾸니까.. 키보드가 눈에 들어오네요ㅋㅋㅋ,0
엔프리클 가야지,0
너가 원딜로 가자,0
김 뉴에게 태형 30대와 구금 7일을 명하다.김 뉴에게 태형 30대와 구금 7일을 명하다.,0
이세요,0
김민준 원론:야 모드 장애인,0
엄마가없습니다,0
님들 라방 켜줘요,0
뽀로로 처럼 살거라 ..,0
행님ㅈㅅ,0
수중드론 칸이 생겼대요,0
@everyone 나랑 게임할 닝겐?,0
히드를 안잡아봤네,0
노칠홍,0
영수국이었는데,0
wffqk,0
<@&620288422216597505> 더블업 잼게 하실 분 구해요!,0
/금지어 리스츠,0
그대여~,0
ㅋㅋㅋ교동 지금 사람많을건데!,0
저 모바일이라 그냥 복붙으로 할게요,0
시험 끝났어,0
나 아무것도 안하는중,0
김 누구본겄같지만 잘못본거지?,0
메인채팅에서 출석을 하면 와그너가 찢어버린다는 이야기가 있다.,0
다보는거네,0
rn면접 떨어진애임,0
뤁크형,0
기묘월 같이 레식해줘,0
<@946463932959322175>  인증ㄱ,0
럭키비키 저 차단함,0
얐음ㅋㅋㅋㅋ,0
이겼나요??,0
뭐 쩔수없지,0
큐아링 솔랭 달다,0
저도 처음 본체산거고 처음 이런일이 있는거라 사실 사장님이 뭐라해도 믿음은 아직 없자나용,0
굶지는 마세요,0
파피 프로젝트 플레이 타임 생각나는건,0
firefly420,0
끼야악악악악,0
어제 몇시에주셧죠,0
"<@&1251438723426680893>   밤 멘션 긴히 말씀드릴것이 있습니다.  현재 한국 육군 시뮬레이터와 협력 기관이 되며 몇가지 규정을 세웠습니다. 하지만 그럼에도 불구하고 정식 동맹이라도 된것 마냥 서로를 비방하며 서버를 어지럽히고 있습니다. 분쟁에 관한 얘기는 수십번도 넘게 하였습니다. 근데 달라진 것이 있습니까? 군기 확립 주간인데 달라진 것이 있습니까? 정식 동맹도 아닌 협력 관계인 지금. 멋대로 행동하여 정식 동맹이 될것 같습니까? 서로 분쟁 조정도 안돼는데 될것 같습니까? 계룡대 훈련소는 두달이 넘어 인원이 240명을 넘었습니다. 간부도 많이 생기고 훈련병, 보직 인원도 많이 생겼죠. 근데 훈련병과 간부가 서로 치고박고 싸우고, 전역한다는 발언을 입에 달고 사십니까? 여러분이 계룡대에서 세운 업적이 있습니까? 만명이 넘는 부대와 협력을 맺으니 좋으십니까?지금 제 생각으론 분쟁을 3일에 2번하는 셈입니다. 그럼 한육시 외교관들은 우리가 무엇이라고 생각하시겠습니까? 여기가 국회입니까? 여기가 그저 부대 같은 분쟁방입니까?  또한 간부로써에 책임감이 있으십니까? 간부가 갖추어야 하는 기본 덕목과 자세가 갖추어져 있습니까? 부대에 기여한 것, 노력한 것도 없이 그저 재미없고 지루하다는 이유로 무단 탈영과 전역을 일삼으실 겁니까? 간부끼리 싸우시면 좋습니까? 협력 관계, 군확주 기간이 아니여도 상대방에게 대하는 기본 자세는 있으셔야죠. 만약 자세가 흐트러져도 다시 다잡으시고 반성하시는 기미는 보이셔야죠. 여러분께 부탁드립니다. -# 밤 멘션은 사죄드립니다.",0
신세카이?,0
너부르니까자네,0
아 그리고 걔는 회피기를 못쓰는걸로 아는데,0
일단 넘어가고,0
에있던,0
세계신기록,0
시청공지에 무야홍 뭐누...!,0
그리고 20사단 역할,0
그렇게 들어오긴했는데,0
뭘햇는데,0
똥민이라고 ㅋㅋㅋㅋㅋㅋ,0
뭐가 뭐를해서,0
다셋 있음?,0
밤하늘 증발했던데,0
이게뭐더냐ㅋㅋ,0
모자찾는거,0
배워하면 말릴듯,0
내년까지 기다려야한다는,0
걍 hddkekemem,0
조선로동당에 입당,0
겁주고,0
벌정글 57,0
사람이 8인데 방송이 6개야,0
독권 유클 ㅋㅋ,0
오피스예요 (전닉네임:3d운전교실),0
제가 임시 국통?,0
@everyone 오후 9시 진행,0
목록에서,0
저거 에디에픽 리커버리 안되는지 모르고,0
마약인데...,0
너네 둘은,0
아니개못하네 ㅋㅋ,0
컴퍼 키는중,0
3번 궁디무겁누,0
아무도 산 사람 없고,0
leeyeonwa [하성여객],0
선도부에게 있어서 가장 위험경계대상이군요...,0
가만히있으면안되는거라,0
에헤이 이거 안되겠네,0
근데 백설님 약속 어기시네 ㅋㅋ,0
드빌하냐?,0
있는데 너무 피곤해서 내일 학교다녀와서 오후에 열어드릴게요..ㅜ,0
히든이 괜히 히든이겠슈?,0
<> 제국군 안보입니다,0
동갑인데,0
50젬이요,0
둘이 뽀뽀하던데 그건 못 찍었😂,0
끈게나아,0
굿모닝ㅇ.....,0
가서 머리통에다가 컴 시체 꽂아버리게,0
제성하미다,0
레드말고 그럼 다른애가 좀와바,0
메갈이 누구임,0
근데 10만 얻는것도 어려워서,0
낮잠자구 이제 일어났어여 ㅎㅎ,0
이재명 대통령 가즈아!!!,0
저쪽 잡힘,0
대공포 한개,0
이번껀..,0
같이 킹피스 현상작 할사람 있나요,0
소야마 장인,0
펨보이퍼리같은거 만들고,0
엄크떳어,0
급하게 바꾼거 봐라,0
몰라 맨날 온다하고 늦게와서,0
발로 공짠데,0
윱튭,0
뜨는데 4개씩 줘요,0
형말하는거,0
제목보고 깜짝 놀라서 들어왔는데 국내기준;;;전기차 파는 나라가 몇 개인데 국내에서 하나 이겼다고 이렇게 국뽕기사를 쓰냐,0
우리 패션 평가좀,0
아오신 줄게,0
유 루즈?,0
경비단이나 13여단입니다,0
근데 난 통매음에 해당 하는,0
너를사랑한다,0
님좀 다시 백업 부탁,0
메인챗보다 챗이 많은 노마이크 채팅,0
돼지.ㅋ,0
3배 정재 어디감?,0
<@1013250641885417564> 서버 접속하시면 멘션 바랍니다,0
그건 난중에 보여 드림,0
지각 ㅈㅅ,0
폐기 햄버거 하나주니까,0
잘생각하고해ㅋ,0
피해자가 많구만,0
나는 걸 무료로,0
일인개발인걸 생각하고 해보슈,0
머야 북한아님??,0
퍼펫빙의하니까 니가 하블리한테 고백하는거야,0
~~클리어 영구밴 해주시면 부스트 2번 할게요~~,0
히트갤보니깐,0
머덕 꿈나무 ㄷㄷ,0
게임 하는 중인줄,0
어 그럼 저희 즉흥같은 rp는 못하는건가여??,0
아카자 하의 돌로 얼마인가요,0
샤크님 괜찮으세요?ㅠㅠ,0
나는탐아가,0
뽑지말까,0
나 그런사람 아니야!!!!!!!!,0
짧은 축구복 위에다가,0
자유의곰,0
인증채널에서 인증양식 보내며 자꾸 지워집니다.,0
고인물한테,0
불쌍한 승민,0
다잉라이틎ㄱㄱ?,0
딱딱한 똥,0
관리자 # inagalgan 부관리자 `sp.kpj inknbn `,0
3.1415926535897.....뭐였지?,0
진짜 이게 뭐람,0
<@1010414669875384411>  이분 올타디 랭커 이분도요 랭커 <@951101656328716328>,0
왜잡으세요,0
약간 슈퍼마리오 파티 느낌의 게임,0
다살아있었는데,0
나와봐야.. 알겠죠,0
근육붙으니깡 마이콜 다이슨 닮앗냉 ㅋ,0
재연이 맞는말임 상황에선,0
이형님 요즘 안보이는디,0
탑 왜가,0
계정 잃어버림;;,0
그리고 우선 발언권 있고,0
권한 설정이랑,0
제가 무잔이니,0
일단 토파즈 귀여워서… 뽑을겁니다 ㅎㅎ,0
저 3천,0
노리야 나 비누향 나,0
어때 사미아씨?,0
너기묘에서 5:2 ㄷㄷ,0
저 선수,0
유령계정 정확하게 줄었죠,0
그럼 8시에 되면,0
사람이 아니라 짐승임 아니다 짐승도 아깝다,0
자기가 덕배인줄 아는데,0
"보시면 간단하게 중각,불지,만렙 유무만 알려 주세요",0
마레즈?,0
디코방 들어오셈,0
시끄러워거,0
그 애는 지인이긴 한데 판다는 아니에요!,0
그피가 하고싶어졌어,0
0은 이제 천룡인?,0
ㅁ 지금까지안잔걸지도몰라,0
로봇한테마저 버림받은 그,0
비수기라하더라도 12월에 순수익100조금넘게벌림ㅜ 보통 300-400은벌리는데ㅜ 사람들이 돈을 안쓴다ㅜ,0
잘비볏어야지 ㅋㅋ,0
그래서 언제 할겨,0
제 1호,0
어딨는지 #으로,0
유타가 고죠 육안 끼면,0
초심좀,0
다시 바이..,0
시비걸지마세요 ~,0
무대 올라가기 하라고,0
나 왜 낙하 빠졌어,0
ㅅ 근데 난 경상도 사람인데,0
설명 ㄱㄱ,0
잘하는애들은 나무랑 가죽세트 맞추고,0
아니 축구가 재밌을줄 누가 알았겠냐고 ㅉㅉ,0
야무지게 받아야지,0
# 어 봇물,0
변태같인,0
갠으로 주세욥,0
신새라면,0
다 흑화했네,0
절반도 못죽임,0
# 저별: 지같이 그리네,0
무당벌레가 왜 무당벌레인지 알아?,0
아이디어 : 시참을 하자 사유 : 재밌을거 같아서 (내가 원하는거 🤔이거 말고 <:emoji_58:1111667882372370442> 좀 해줘),0
매우늦는,0
샤크 학교에서 반자이!!! 하일!!!,0
이게 1ㄷ1??,0
저 거기서 코로나 걸림,0
저 그거타고,0
악동 tts,0
?뭐징,0
오 인정합니다,0
모나새최고,0
하겠냐 ㅉ,0
근데 새벽이가 먼저 죽잖아,0
질문에 질문으로 대답하지마! ||세요||,0
이거 으하하님,0
나는 상원의원이뇨,0
토륨아 영-동 대학교 가야지,0
내장마이크로,0
너무멋있는듯,0
챌린저 heyst,0
ㅁ 오늘 코인 세개나오면,0
제라스 안함?,0
좀 더 기다려봐 아직 절반도 투표 안함 ㅋ,0
앟 붉은머리오목눈~,0
아직까지 구구덕하시네요..,0
회의중?인가요,0
5픽이니깐,0
프랑스이탈리아폴란드영국,0
나는 안뜨네,0
구했는데 ㅋㅋ,0
ev9또차 빨리 지우셈 길막하고있잖음,0
그러면 안 준다고 말 하면 되잖아,0
맞는듯ㅎg,0
버프인뎅,0
보여주기 좀 그래서,0
ㅂ ㅜ  ㅅ ㅏ ㄴ?,0
!p hight hopes,0
방금 잠깨서 온건데,0
ㅁ 진짜 재밌었거든,0
왜 이걸 이제하냐고,0
그대만의,0
마지막이니 가격 1600로벅스 ㄱㄱ,0
정답 부자만먹는 평민 편의점 오마카세,0
이거 완전 광대잖아,0
닌 외노잔데,0
1.rp종류: 서편  2.작성자 : 폭주족 마귀  3.킬 회수(해당 rp 킬수): 0 4.일시: 2023-12-27 20:25  5.승리여부 : 패  6.개인 승리 횟수(모든 rp 총합): 4,0
마트가면 제주은갈치 한마리 12000원 팔던데 유통 업자가 폭리 취하나,0
거래요?,0
투개더,0
왜 다크지,0
얼굴이 배리나,0
하트시그널 아직한번도안봐써요!,0
주팔,0
우끼끼 ㅋㅋ,0
이제 리퍼 마스 올려야겠다,0
이름 이거 아니잖아kjj*@#@$#*#*,0
천장에서 힌트 갑자기 뚝떨어질때,0
휴닝카이,0
철괴랑 철이랑 다른데 철 어케구해요?,0
이 봇 뭐야,0
요즘 대세는 배라지,0
(내일 방학식),0
??? : 저 파쿠르 하다가 네라검 떨궜는데 복구좀요,0
난 어떻게 해야할지 몰라서 계속해서 딸치기,0
샤하~!,0
오늘 콩이 3시10분에,0
얼마 벌어줘,0
그거 한번 해보도록,0
로벅스는 저한테 주시고 가새요,0
진짜 자살하고 싶다,0
굳이안사도될듯요,0
쟤 폭주하네,0
조심해야되요,0
마린 원거리는 당연히 막아주고,0
개똥챔이니까,0
하나 감염되서,0
학교끝~,0
누구냐. .,0
약속왔슈,0
마이썸머카에,0
팔아서 뭐하려고,0
wat 랑 똑같은 개념,0
ㅏ ㄹㅇ?,0
좀만더 화이팅,0
부엉이 편향,0
그걸로 맘에 안드는얘 찔러서 죽여,0
고척돔이라네요,0
여름인데 왜 갑자기 겨울이벤트를 하징,0
왜 무장색,0
비비디 어디서,0
아니 내 센백보다 좋네,0
우쿠렐레 만들어요,0
다시 시도해볼게용,0
친추되있는애,0
요리실에,0
선족이햄들,0
/돋받기,0
드랍2배 가치가 어떻게 되나요?,0
존재하지않앗음,0
일잘해서 승급시켰습니다,0
고르라길래 오빠 골랐지,0
내가 다 팀도 마늘고,0
너무 손목아프고,0
니가 대신좀 팔아주셈ㅋ,0
갑자기 잘 하다가,0
편하실때 여기로 톡 달라고 해주세요,0
개인적인 검 순위,0
보고싶닼 ㅋ ㅋ ㅋㅋㅋㅋ,0
그정도는 해주셔야,0
왜 인자 보노,0
o / x,0
점폭으로 좀 터트림,0
한다님이 사람하나 없애려고 하네,0
지금 열어서 보니 있어요,0
최진영이 있잖아,0
걍 중앙에잇는데,0
어쩔팁이!,0
어이 주혀낭,0
내 기원자덱,0
이것저것 생각하다가 그만,0
케인인데,0
그거요 역할은,0
좀 별로인,0
qwer 디스코드를,0
부끄럽냐??,0
강건 ㄷㄷ,0
우리한테 더 엄한거 같은네,0
자꾸 로블할때마다,0
부럽눆 ㅋ,0
코 없는것도,0
-# 못 본척,0
된모 내안 여자친구 만나나보내,0
야 담판 ㄱ,0
내일 화요일인데,0
잼민킹포함임?,0
위안화 나락가면 원화도 영향받음,0
좀 먹먹~하게 들리는데,0
지금부터 10초 준다,0
시선 다 하닌이한테갈듯,0
중딩때 샀던 컴도,0
본토를 치고 있냐,0
ㄹㅇㄹㅁㄹㅇ,0
그럼꺼줄까?,0
!도박 <1000000000000000000000000000000000000>,0
<@806064869543641089> 동화님 남동구 출사 가능하십니까,0
호호 둘이 좋은 시간 보내시길 ㅋ,0
오늘은 금요일이니 오랫롤을 해볼까낭,0
폴탑을,0
이름 말해주면알수 있을지도,0
일단 그분이 수신차단해놔서,0
ㅅㅋㅅㅋㅋㅅㅅㅋ,0
시간 참 빠르네;ㅋㅋㅋ,0
저거 방염물약필요없던데,0
집이에요 핳ㅎㅎ,0
니가 제2의,0
영국국기는,0
나 기본좀,0
발사),0
지금 장비인디,0
늘어나나,0
영상도 찍어둔거 올리고 있거든요,0
끝나요?,0
만들어주셍7,0
옵빠 나아~ 띠드버거 머꼬시퍼요 띠드버거 사듀세요 띠드버거~~,0
묻혀두고,0
아모구스ㅋㅋㅋ,0
다시 켯어요,0
@everyone 8시 이후에 스크림 하실팀 구합니다,0
태민이 초6이라긴데 말싸움을 너무 잘한다 ;;,0
<@1065214215230599300> 아브를해임마,0
둔기다,0
기간 얼마나 남았는지,0
핑은 무조건,0
삭제해야겟다,0
현시점에서 돈 버는 방법은 페리언트 아우룸 사냥 전리품 판매가 가장 효율이 좋지만 전투력이 220 이시니 디나르필드웨이브 테세이온을 틈틈히 도시는게 가장 좋습니다,0
대화만 가능한 럼드로이드가 되고,0
편집해줄사람,0
1교시만 치고 쨀 생각 ㄷㄷ,0
랭팟 없나?,0
아하 형이였네,0
빛빛 구해요,0
라블님 소리들으며서,0
나도늪이아닌데???,0
드리프트때매,0
진짜 최측근 빼고,0
애초에 닉네임을,0
과거로 돌아갈수 있다면,0
1대가.300?,0
하자했음?,0
<@1069921079084199976> 도제님 ㅎㅇ욤,0
심지어 렙 높아서 같이 못 찍었는데 위에 5재 있는,0
둘다 qhd써야댐,0
야도란은,0
조용 ! ],0
무너지겠따,0
중복인원이 몇인데;;,0
ai계정이라 쓰면 안되긴한데,0
게임그래픽은 워썬더가 더 나은거같은데...,0
아니 명령어 초성인데,0
@everyone 자랭 집합.,0
브론즈 서폿유저입니다! 듀오하실분 :>,0
슬님,0
내일 브리딩 할 때 충분하겠네요,0
쓸대없는걸로,0
좋은 게 없어요,0
브론즈가 든든한세상 ㄷㄷ,0
그렸답니다,0
지금도 하,0
프리미어 해야지!,0
뭔가 잘못한건 아닌데 왠지 빡이나는,0
그래서 샌즈,0
☣️,0
이거 한번 치시고,0
지금그 크마 스파계정이랑,0
교황님은,0
d오시면,0
3천원있자늠,0
12에 팔았는데,0
1분 챗금,0
난 이미 있잖아,0
넌센스 문학,0
난 까지말라고 했어,0
이선미이름이상ㅎ9,0
왜 내한테 쓰냐,0
새로온사람인가,0
왕좌 무너짐,0
1주일 걸어서 그래요,0
반대 찬성,0
ㅇㄴ 니가 먼저 나한테 시비 걸었잖ㄹ아,0
시비 거신거,0
ㅋㅋㅋㅋㅋ 다시돌아와,0
가만 안둬요,0
야미 좀 쌔다...,0
난 그냥 하다가 접을꺼같은데,0
6시간했다,0
내일 시간될때 추가하겠습니다,0
감우가 더 쉬워가지고,0
@everyone 모바시 내전 여행 떠나실 분 두 판 🩷,0
<#1257690995802374175> 에서 섭주 확인할수있구,0
스페따거,0
오랜만에 옴,0
군제대후라,0
푸리나도 하고 있었네,0
국방군 개혁 : 우유부단함,0
그리고 부계정은 다 삭제해주세요,0
이제 우리 클랜 들어오면 저 디엠이 신입한테 감,0
보였다가 사라지거든?,0
오쿠야,0
빨리 인정해!!,0
너 머거버릴꺼야,0
안내데스크 사람들도 한국어하고,0
베베형 나도 사줘,0
제일 잘 알탠데,0
레이나를 더 멋있게 만드는법.,0
커뮤를 어케 그렇게 많이 가?,0
<@&919290837098201139>    <@&772490276601200640>  오늘 오후 7시에 협곡 롤 내전 있습니다~! 다들 편하게 신청해주세요!  참여를 희망하시는 분들께서는  ⁠ <#1021443188814266508>  이곳에 양식에 맞게 적어주시면 됩니다.  양식은 아래와 같이 부탁드립니다.  (양식 : 순번 / 디코닉 / 롤닉 / [22~23 s2]최고티어 (1~4숫자까지 기재) / 주라인 / 부라인)  예시. 1 / 저 별 / 별 탕 / 브 2 ( 자랭 플 4 ) / 탑 / all  내전 참여하시기 전에 규칙 꼭 한번 읽어주세요! 규칙 미숙지로 인한 경고처리 되실수 있습니다. <#913134732575920128>   또한 내전 신청 후 부득이한 사유로 내전 참여가 불가능할 경우 최소 30분 전에  내전 진행자 <@293754564392386560>  에게 개인 dm 부탁드립니다!!  개인 dm을 보내지 않고 내전신청에 적으신 양식을 삭제하실 경우 ' 경고 1회 ' 입니다. 그리고 ' 경고 1회 ' 받으시면 3일동안 내전 참여 못합니다!,0
전화걸어???,0
집에 둘다 읎는데,0
어찌보면 악어가 불쌍하네..,0
회의 하기전에,0
왜보이냐 엑뮤는....,0
쫌 시끄러워야댐,0
☯,0
이젠 피투성이인,0
오늘은 아주 무친것을 해보겠다,0
ㅅ 랭 칼 단,0
로블록스 킹피스에서만,0
니가 뭐했는데,0
마춤뽑이 너무 어렵다요,0
!!play omoi teo,0
오히려 짐이 될듯..,0
"```  ◽ 카카오톡 실계정 매입 ◽  조건 : 카카오톡 실사용수 10개월이상 친구수 70명 이상 이메일 등록일 10개월 이상 이용자 보호조치 ✖️    ✔️ 𝟭𝟴𝟬.𝟬𝟬𝟬원   ◽ 카카오톡 깡계정 (깡통계정) 매입 ◽  조건 : 이메일 등록일 4개월 이상 친구수 30명 이상 이용자 보호조치 ✖️  ✔️ 𝟭𝟭𝟬.𝟬𝟬𝟬원   ◽ 카카오톡 대여 매입 ◽  조건 : 이메일 등록일 6개월이상 친구수 100명이상 이용자 보호조치 ✖️  ✔️ 𝟭𝟱𝟬.𝟬𝟬𝟬원   ◽ 문자 간단 인증 매입 ◽  조건 : 나이 제한 ✖️  ✔️  𝟱𝟬.𝟬𝟬𝟬원   ◽ 카카오채널 인증 매입 ◽  조건 : 10년생 생일 지난사람부터 가능 카카오계정 3꽉일시 ✖️ 3꽉 확인하고 주세요  ✔️  1회 인증 𝟯𝟱.𝟬𝟬𝟬원     모든 매입품목 카카오톡제외 바로 입금됩니다 . 수량 많으신분 , 돈 급하신 분 환영입니다 보너스 확실하게 챙겨드립니다 ㅎㅎ  ``` __**높은가격에 속아서 사기당하지마시고 얼른 문의주세요 ! **__",0
잘자새요 아마더 주인,0
!!p 밟지말고 밟으세요 공익광고 협의회,0
신카이 리롤,0
싱글이나함,0
이따 통방와서,0
